"Actual","Forecast","Error","R2_07","RMSE_07","MAE_07","NRMSE_07"
0.75,0.960909090909091,-0.210909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.47,0.960909090909091,-0.490909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.24,0.958181818181818,-0.718181818181818,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.06,0.919090909090909,-0.859090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.813636363636364,-0.813636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.710909090909091,-0.710909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.24,0.577272727272727,-0.337272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.8,0.492727272727273,0.307272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.11,0.413636363636364,0.696363636363637,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.57,0.373636363636364,1.19636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.87,0.36,1.51,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.81,0.36,1.45,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.43,0.36,1.07,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.97,0.374545454545455,0.595454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.36,0.424545454545455,-0.0645454545454546,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.02,0.481818181818182,-0.461818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.557272727272727,-0.557272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.29,0.646363636363636,-0.356363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.75,0.742727272727273,0.00727272727272732,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.5,0.83,-0.33,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.73,0.896363636363636,-0.166363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.21,0.923636363636364,0.286363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.38,0.925454545454545,0.454545454545454,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.4,0.925454545454545,0.474545454545454,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.86,0.93,-0.0699999999999998,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.37,0.925454545454545,-0.555454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.02,0.87,-0.85,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.01,0.793636363636364,-0.783636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.54,0.733636363636364,-0.193636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.41,0.694545454545455,0.715454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.89,0.691818181818182,1.19818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.99,0.681818181818182,1.30818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
2.06,0.682727272727273,1.37727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
2.07,0.682727272727273,1.38727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.35,0.683636363636364,0.666363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.84,0.706363636363636,0.133636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.31,0.766363636363636,-0.456363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.02,0.892727272727273,-0.872727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,1.00727272727273,-1.00727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.05,1.08454545454545,-1.03454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.16,1.14727272727273,-0.987272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.28,1.14272727272727,-0.862727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.3,1.14090909090909,-0.840909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.38,1.13545454545455,-0.755454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.33,1.13545454545455,-0.805454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.24,1.13454545454545,-0.894545454545455,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.13,1.09,-0.96,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.03,0.976363636363636,-0.946363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.83,-0.83,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.676363636363636,-0.676363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.02,0.523636363636364,-0.503636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.1,0.365454545454545,-0.265454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.16,0.264545454545455,-0.104545454545455,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.18,0.2,-0.02,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.21,0.174545454545455,0.0354545454545454,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.16,0.172727272727273,-0.0127272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.12,0.172727272727273,-0.0527272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.06,0.17,-0.11,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.02,0.164545454545455,-0.144545454545455,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.153636363636364,-0.153636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.142727272727273,-0.142727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.127272727272727,-0.127272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.08,0.111818181818182,-0.0318181818181818,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.24,0.100909090909091,0.139090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.7,0.0945454545454545,0.605454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.35,0.0936363636363636,0.256363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.23,0.0936363636363636,0.136363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.16,0.0936363636363636,0.0663636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.11,0.0918181818181818,0.0181818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.03,0.09,-0.06,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.0972727272727273,-0.0972727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.144545454545455,-0.144545454545455,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.22,0.157272727272727,0.0627272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.86,0.163636363636364,0.696363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.62,0.167272727272727,1.45272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.74,0.171818181818182,1.56818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.84,0.172727272727273,1.66727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.76,0.172727272727273,1.58727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.31,0.172727272727273,1.13727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.87,0.192727272727273,0.677272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.34,0.263636363636364,0.0763636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.02,0.389090909090909,-0.369090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.01,0.483636363636364,-0.473636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.38,0.619090909090909,-0.239090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.99,0.758181818181818,0.231818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.64,0.862727272727273,0.777272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.85,0.931818181818182,0.918181818181818,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
2.07,0.96,1.11,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.91,0.961818181818182,0.948181818181818,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.54,0.962727272727273,0.577272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.99,0.977272727272727,0.0127272727272729,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.43,0.989090909090909,-0.559090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.02,0.990909090909091,-0.970909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,1.00090909090909,-1.00090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.31,1.02181818181818,-0.711818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.91,1.03545454545455,-0.125454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.41,1.05636363636364,0.353636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.77,1.06727272727273,0.702727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.96,1.07545454545455,0.884545454545455,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.94,1.07545454545455,0.864545454545455,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.54,1.07454545454545,0.465454545454546,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.87,1.06818181818182,-0.198181818181818,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.36,1.06090909090909,-0.700909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.03,1.04,-1.01,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,1.03272727272727,-1.03272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.31,1.02272727272727,-0.712727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.8,1.02545454545455,-0.225454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.1,1.02545454545455,0.0745454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.78,1.01454545454545,-0.234545454545454,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.2,1.00818181818182,0.191818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
2.1,1.00909090909091,1.09090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
2.04,1.00909090909091,1.03090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.34,1.00909090909091,0.330909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.47,0.999090909090909,-0.529090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.04,0.970909090909091,-0.930909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0,0.880909090909091,-0.880909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.15,0.811818181818182,-0.661818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.68,0.826363636363636,-0.146363636363636,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.96,0.871818181818182,0.0881818181818181,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.84,0.914545454545454,-0.0745454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.16,0.924545454545455,0.235454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.84,0.925454545454546,-0.0854545454545457,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.55,0.925454545454546,-0.375454545454546,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.08,0.910909090909091,0.169090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.53,0.9,-0.37,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.04,0.887272727272727,-0.847272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.01,0.892727272727273,-0.882727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.26,0.889090909090909,-0.629090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.85,0.774545454545455,0.0754545454545454,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.21,0.639090909090909,0.570909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.7,0.615454545454545,1.08454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.79,0.620909090909091,1.16909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.9,0.620909090909091,1.27909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.21,0.621818181818182,0.588181818181818,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.63,0.631818181818182,-0.00181818181818172,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.4,0.647272727272727,-0.247272727272727,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.04,0.67,-0.63,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.01,0.748181818181818,-0.738181818181818,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.35,0.805454545454545,-0.455454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.99,0.901818181818182,0.0881818181818181,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.56,0.961818181818182,0.598181818181818,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
2.03,0.920909090909091,1.10909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
2.04,0.909090909090909,1.13090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
2.19,0.909090909090909,1.28090909090909,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.8,0.909090909090909,0.890909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.2,0.917272727272727,0.282727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.53,0.93,-0.4,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.03,0.961818181818182,-0.931818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.01,0.991818181818182,-0.981818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.15,1.01454545454545,-0.864545454545455,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.92,1.04090909090909,-0.120909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.41,1.09454545454545,0.315454545454545,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.7,1.14636363636364,0.553636363636364,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
2.1,1.15818181818182,0.941818181818182,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
2.08,1.15727272727273,0.922727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.81,1.15727272727273,0.652727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.27,1.13909090909091,0.130909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.59,1.13272727272727,-0.542727272727273,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.04,1.11909090909091,-1.07909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.01,1.08909090909091,-1.07909090909091,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.24,1.09454545454545,-0.854545454545454,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.59,1.08454545454545,-0.494545454545455,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
0.84,1.08545454545455,-0.245454545454546,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
1.02,1.09181818181818,-0.0718181818181818,0.142289213813964,0.983720441377311,0.812255191508999,71.4280706166076
